Serial no.,Horse id,Horse-Gender,Horse-Height,Horse-Weight,Racer-Horse
77711,H77711,M,46.0,397.0,No
77712,H77712,M,59.0,678.0,Yes
77713,H77713,M,51.0,405.0,Yes
77714,H77714,M,57.0,,No
77715,H77715,F,,396.0,No
77716,H77716,M,61.0,723.0,Yes
77717,H77717,F,71.0,1136.0,No
77718,H77718,M,,,No
77719,H77719,M,50.0,415.0,No
77720,H77720,F,54.0,484.0,No
77721,H77721,F,46.0,391.0,
77722,H77722,F,,500.0,No
77723,H77723,F,43.0,302.0,Yes
77724,H77724,M,,488.0,No
77725,H77725,M,47.0,369.0,Yes
77726,H77726,F,35.0,234.0,Yes
77727,H77727,M,,,Yes
77728,H77728,M,63.0,,Yes
77729,H77729,F,33.0,,No
77730,H77730,M,30.0,194.0,Yes
77731,H77731,M,,384.0,No
77732,H77732,F,,,No
77733,H77733,M,,723.0,No
77734,H77734,M,,509.0,Yes
77735,H77735,M,64.0,846.0,Yes
77736,H77736,F,52.0,,No
77737,H77737,F,61.0,787.0,No
77738,H77738,F,46.0,,Yes
77739,H77739,,66.0,,No
77740,H77740,M,37.0,,No
77741,H77741,F,47.0,382.0,Yes
77742,H77742,M,62.0,751.0,Yes
77743,H77743,F,,,No
77744,H77744,F,58.0,,No
77745,H77745,M,53.0,491.0,No
77746,H77746,F,,,No
77747,H77747,,65.0,854.0,Yes
77748,H77748,F,43.0,323.0,Yes
77749,H77749,M,,,No
77750,H77750,F,65.0,898.0,Yes
77751,H77751,M,56.0,505.0,No
77752,H77752,F,62.0,701.0,No
77753,H77753,F,,604.0,No
77754,H77754,M,,557.0,No
77755,H77755,M,,,No
77756,H77756,M,58.0,675.0,No
77757,H77757,F,,,No
77758,H77758,F,71.0,,No
77759,H77759,F,,700.0,No
77760,H77760,M,,,Yes
77761,H77761,M,,,No
77762,H77762,F,45.0,303.0,Yes
77763,H77763,F,68.0,1031.0,No
77764,H77764,M,68.0,,Yes
77765,H77765,M,60.0,604.0,No
77766,H77766,M,,203.0,Yes
77767,H77767,M,,790.0,No
77768,H77768,F,62.0,755.0,Yes
77769,H77769,F,60.0,654.0,No
77770,H77770,M,53.0,463.0,No
77771,H77771,M,,465.0,No
77772,H77772,M,49.0,393.0,Yes
77773,H77773,M,59.0,659.0,No
77774,H77774,F,60.0,,No
77775,H77775,F,58.0,604.0,Yes
77776,H77776,F,,742.0,Yes
77777,H77777,M,56.0,521.0,Yes
77778,H77778,F,,,No
77779,H77779,F,,763.0,No
77780,H77780,M,66.0,959.0,Yes
77781,H77781,F,59.0,658.0,Yes
77782,H77782,F,,846.0,No
77783,H77783,M,,707.0,Yes
77784,H77784,,62.0,779.0,No
77785,H77785,M,63.0,732.0,Yes
77786,H77786,,,,Yes
77787,H77787,M,38.0,232.0,Yes
77788,H77788,M,,366.0,Yes
77789,H77789,F,,,Yes
77790,H77790,F,49.0,368.0,No
77791,H77791,F,56.0,592.0,No
77792,H77792,M,,354.0,No
77793,H77793,M,59.0,663.0,No
77794,H77794,F,,391.0,No
77795,H77795,M,56.0,564.0,Yes
77796,H77796,M,,347.0,No
77797,H77797,F,69.0,989.0,No
77798,H77798,F,62.0,775.0,No
77799,H77799,M,63.0,790.0,Yes
77800,H77800,F,46.0,363.0,No
77801,H77801,M,59.0,657.0,Yes
77802,H77802,F,63.0,768.0,Yes
77803,H77803,F,,,No
77804,H77804,M,46.0,379.0,Yes
77805,H77805,F,,,No
77806,H77806,M,,675.0,Yes
77807,H77807,M,55.0,,No
77808,H77808,F,64.0,850.0,No
77809,H77809,F,65.0,,No
77810,H77810,M,,,Yes
77811,H77811,F,,,Yes
77812,H77812,F,,784.0,Yes
77813,H77813,F,72.0,1189.0,No
77814,H77814,F,61.0,,No
77815,H77815,F,60.0,630.0,Yes
77816,H77816,M,,,No
77817,H77817,M,,,No
77818,H77818,M,,,No
77819,H77819,F,,,No
77820,H77820,M,49.0,350.0,Yes
77821,H77821,F,46.0,394.0,Yes
77822,H77822,F,,,Yes
77823,H77823,F,61.0,,Yes
77824,H77824,F,56.0,576.0,No
77825,H77825,F,,,No
77826,H77826,F,56.0,583.0,No
77827,H77827,M,41.0,299.0,No
77828,H77828,F,,337.0,No
77829,H77829,F,,,No
77830,H77830,F,59.0,695.0,No
77831,H77831,F,48.0,,No
77832,H77832,F,59.0,,No
77833,H77833,F,54.0,,No
77834,H77834,M,,1160.0,Yes
77835,H77835,F,59.0,,No
77836,H77836,F,59.0,,Yes
77837,H77837,F,65.0,834.0,Yes
77838,H77838,M,64.0,,Yes
77839,H77839,F,,386.0,Yes
77840,H77840,F,53.0,463.0,Yes
77841,H77841,,57.0,549.0,No
77842,H77842,M,58.0,,
77843,H77843,F,34.0,238.0,No
77844,H77844,F,,302.0,No
77845,H77845,M,,,No
77846,H77846,M,,,No
77847,H77847,M,62.0,784.0,Yes
77848,H77848,F,,818.0,Yes
77849,H77849,,,359.0,No
77850,H77850,M,,357.0,Yes
77851,H77851,M,,908.0,Yes
77852,H77852,F,59.0,690.0,No
77853,H77853,F,,,No
77854,H77854,,60.0,,No
77855,H77855,F,67.0,908.0,No
77856,H77856,M,,1018.0,Yes
77857,H77857,,,,Yes
77858,H77858,M,,,No
77859,H77859,F,61.0,706.0,Yes
77860,H77860,F,71.0,1149.0,Yes
77861,H77861,M,,,Yes
77862,H77862,F,58.0,629.0,Yes
77863,H77863,M,,370.0,No
77864,H77864,,56.0,558.0,No
77865,H77865,M,70.0,,Yes
77866,H77866,F,62.0,,No
77867,H77867,F,,725.0,Yes
77868,H77868,F,58.0,631.0,Yes
77869,H77869,F,65.0,,Yes
77870,H77870,F,38.0,259.0,No
77871,H77871,M,,884.0,No
77872,H77872,F,29.0,210.0,No
77873,H77873,M,54.0,,Yes
77874,H77874,M,60.0,,No
77875,H77875,M,70.0,1126.0,Yes
77876,H77876,F,65.0,894.0,No
77877,H77877,M,59.0,,No
77878,H77878,M,,482.0,No
77879,H77879,M,57.0,518.0,Yes
77880,H77880,F,,584.0,Yes
77881,H77881,M,,182.0,No
77882,H77882,F,,737.0,Yes
77883,H77883,F,,440.0,Yes
77884,H77884,F,61.0,798.0,No
77885,H77885,M,60.0,678.0,Yes
77886,H77886,M,55.0,457.0,Yes
77887,H77887,F,55.0,488.0,Yes
77888,H77888,F,63.0,723.0,Yes
77889,H77889,F,51.0,402.0,No
77890,H77890,,45.0,333.0,No
77891,H77891,M,,,No
77892,H77892,F,56.0,561.0,No
77893,H77893,M,,434.0,Yes
77894,H77894,M,41.0,268.0,No
77895,H77895,M,,893.0,Yes
77896,H77896,M,,,No
77897,H77897,F,47.0,381.0,No
77898,H77898,F,64.0,890.0,No
77899,H77899,F,,331.0,No
77900,H77900,M,31.0,,No
77901,H77901,F,45.0,,No
77902,H77902,M,63.0,789.0,Yes
77903,H77903,F,60.0,685.0,No
77904,H77904,F,,,No
77905,H77905,M,43.0,,No
77906,H77906,M,28.0,,No
77907,H77907,M,,,No
77908,H77908,M,49.0,397.0,No
77909,H77909,F,,,Yes
77910,H77910,M,65.0,,Yes
77911,H77911,F,72.0,1189.0,Yes
77912,H77912,M,,,Yes
77913,H77913,F,,579.0,Yes
77914,H77914,F,65.0,834.0,No
77915,H77915,F,35.0,,Yes
77916,H77916,M,,345.0,No
77917,H77917,M,,729.0,No
77918,H77918,M,59.0,,Yes
77919,H77919,F,,,Yes
77920,H77920,F,,,Yes
77921,H77921,M,57.0,571.0,No
77922,H77922,F,69.0,,No
77923,H77923,M,69.0,1043.0,Yes
77924,H77924,M,63.0,774.0,No
77925,H77925,F,48.0,369.0,Yes
77926,H77926,M,63.0,715.0,No
77927,H77927,F,59.0,644.0,No
77928,H77928,F,,704.0,No
77929,H77929,M,64.0,839.0,Yes
77930,H77930,M,48.0,377.0,Yes
77931,H77931,M,,,No
77932,H77932,M,,324.0,No
77933,H77933,,44.0,316.0,Yes
77934,H77934,M,55.0,460.0,Yes
77935,H77935,M,,,Yes
77936,H77936,M,63.0,778.0,No
77937,H77937,,,,Yes
77938,H77938,F,46.0,,No
77939,H77939,M,,433.0,Yes
77940,H77940,M,37.0,255.0,Yes
77941,H77941,M,49.0,365.0,Yes
77942,H77942,F,53.0,485.0,Yes
77943,H77943,F,61.0,,No
77944,H77944,,65.0,843.0,No
77945,H77945,F,54.0,,No
77946,H77946,F,72.0,1183.0,No
77947,H77947,M,61.0,743.0,Yes
77948,H77948,M,30.0,189.0,
77949,H77949,F,,,Yes
77950,H77950,M,61.0,,Yes
77951,H77951,M,65.0,883.0,Yes
77952,H77952,M,48.0,359.0,Yes
77953,H77953,F,,325.0,No
77954,H77954,F,,792.0,Yes
77955,H77955,F,63.0,745.0,No
77956,H77956,F,57.0,,No
77957,H77957,F,56.0,563.0,Yes
77958,H77958,M,48.0,387.0,No
77959,H77959,F,43.0,328.0,No
77960,H77960,F,63.0,764.0,Yes
77961,H77961,M,44.0,,No
77962,H77962,M,59.0,688.0,Yes
77963,H77963,F,63.0,,Yes
77964,H77964,M,,426.0,Yes
77965,H77965,F,28.0,188.0,Yes
77966,H77966,M,62.0,757.0,No
77967,H77967,F,59.0,,Yes
77968,H77968,M,,233.0,Yes
77969,H77969,F,50.0,414.0,Yes
77970,H77970,F,46.0,394.0,Yes
77971,H77971,M,57.0,,No
77972,H77972,F,64.0,,Yes
77973,H77973,F,,,No
77974,H77974,M,,,Yes
77975,H77975,F,59.0,,No
77976,H77976,M,62.0,718.0,Yes
77977,H77977,F,67.0,938.0,Yes
77978,H77978,F,65.0,,Yes
77979,H77979,M,,585.0,Yes
77980,H77980,M,50.0,440.0,Yes
77981,H77981,M,60.0,622.0,No
77982,H77982,F,60.0,613.0,No
77983,H77983,F,57.0,549.0,Yes
77984,H77984,M,,666.0,Yes
77985,H77985,M,,380.0,No
77986,H77986,M,65.0,,No
77987,H77987,F,,,No
77988,H77988,M,62.0,790.0,No
77989,H77989,F,,,Yes
77990,H77990,M,,,Yes
77991,H77991,F,,389.0,Yes
77992,H77992,M,54.0,465.0,Yes
77993,H77993,M,53.0,,No
77994,H77994,M,,368.0,Yes
77995,H77995,F,,,Yes
77996,H77996,F,,772.0,No
77997,H77997,F,63.0,721.0,Yes
77998,H77998,F,33.0,250.0,No
77999,H77999,M,55.0,,Yes
78000,H78000,M,45.0,317.0,Yes
78001,H78001,M,64.0,,No
78002,H78002,M,,,Yes
78003,H78003,M,45.0,310.0,No
78004,H78004,F,,676.0,No
78005,H78005,M,45.0,321.0,No
78006,H78006,F,,,Yes
78007,H78007,M,,,No
78008,H78008,M,45.0,,Yes
78009,H78009,F,61.0,787.0,No
78010,H78010,F,55.0,487.0,Yes
78011,H78011,F,68.0,999.0,No
78012,H78012,M,,795.0,No
78013,H78013,M,,,Yes
78014,H78014,M,56.0,541.0,Yes
78015,H78015,,45.0,,Yes
78016,H78016,F,50.0,410.0,Yes
78017,H78017,M,,421.0,Yes
78018,H78018,M,63.0,767.0,No
78019,H78019,F,59.0,691.0,No
78020,H78020,F,70.0,1131.0,No
78021,H78021,M,,,No
78022,H78022,M,65.0,,No
78023,H78023,M,64.0,815.0,No
78024,H78024,F,66.0,916.0,Yes
78025,H78025,F,,,Yes
78026,H78026,M,72.0,1168.0,No
78027,H78027,M,,,No
78028,H78028,F,64.0,842.0,Yes
78029,H78029,M,62.0,,Yes
78030,H78030,M,,,Yes
78031,H78031,M,32.0,200.0,No
78032,H78032,F,,778.0,Yes
78033,H78033,M,,666.0,No
78034,H78034,M,,,No
78035,H78035,M,50.0,,Yes
78036,H78036,M,48.0,397.0,No
78037,H78037,M,60.0,628.0,Yes
78038,H78038,M,,,Yes
78039,H78039,F,57.0,513.0,No
78040,H78040,F,,935.0,Yes
78041,H78041,F,60.0,,No
78042,H78042,M,,692.0,Yes
78043,H78043,F,,418.0,Yes
78044,H78044,F,51.0,,No
78045,H78045,F,62.0,780.0,Yes
78046,H78046,M,51.0,400.0,No
78047,H78047,F,68.0,970.0,No
78048,H78048,F,,,Yes
78049,H78049,F,64.0,849.0,Yes
78050,H78050,F,50.0,,Yes
78051,H78051,M,61.0,765.0,No
78052,H78052,M,,1137.0,No
78053,H78053,M,62.0,,Yes
78054,H78054,M,,,No
78055,H78055,F,56.0,505.0,Yes
78056,H78056,F,,582.0,Yes
78057,H78057,M,,1019.0,Yes
78058,H78058,M,64.0,866.0,Yes
78059,H78059,M,,,No
78060,H78060,M,63.0,790.0,Yes
78061,H78061,F,,360.0,No
78062,H78062,F,66.0,922.0,No
78063,H78063,M,,,No
78064,H78064,M,,350.0,No
78065,H78065,F,31.0,203.0,No
78066,H78066,F,63.0,,No
78067,H78067,M,56.0,,Yes
78068,H78068,F,,,No
78069,H78069,M,62.0,704.0,Yes
78070,H78070,F,,818.0,Yes
78071,H78071,M,55.0,453.0,Yes
78072,H78072,M,,384.0,No
78073,H78073,F,,572.0,No
78074,H78074,F,69.0,1005.0,Yes
78075,H78075,F,44.0,325.0,Yes
78076,H78076,F,,,Yes
78077,H78077,F,,,Yes
78078,H78078,,64.0,,Yes
78079,H78079,F,60.0,,Yes
78080,H78080,F,,647.0,Yes
78081,H78081,F,71.0,1084.0,Yes
78082,H78082,F,60.0,,No
78083,H78083,F,,,No
78084,H78084,M,,639.0,Yes
78085,H78085,F,,,No
78086,H78086,M,64.0,802.0,No
78087,H78087,M,61.0,734.0,Yes
78088,H78088,M,63.0,,Yes
78089,H78089,M,,470.0,No
78090,H78090,F,,762.0,Yes
78091,H78091,F,,355.0,No
78092,H78092,M,46.0,,No
78093,H78093,F,61.0,727.0,No
78094,H78094,M,62.0,790.0,No
78095,H78095,F,68.0,979.0,No
78096,H78096,M,63.0,,Yes
78097,H78097,F,61.0,728.0,Yes
78098,H78098,F,59.0,658.0,No
78099,H78099,M,52.0,441.0,Yes
78100,H78100,F,,,No
78101,H78101,M,61.0,714.0,No
78102,H78102,M,64.0,851.0,No
78103,H78103,F,34.0,,No
78104,H78104,M,57.0,519.0,No
78105,H78105,M,61.0,733.0,No
78106,H78106,F,59.0,691.0,Yes
78107,H78107,M,,,Yes
78108,H78108,M,,,No
78109,H78109,F,64.0,807.0,No
78110,H78110,F,,,Yes
78111,H78111,F,,,Yes
78112,H78112,M,,384.0,No
78113,H78113,M,57.0,559.0,No
78114,H78114,M,45.0,308.0,No
78115,H78115,M,,,Yes
78116,H78116,M,,212.0,Yes
78117,H78117,F,50.0,436.0,No
78118,H78118,M,68.0,1040.0,No
78119,H78119,M,65.0,899.0,Yes
78120,H78120,F,,,No
78121,H78121,M,60.0,655.0,No
78122,H78122,M,59.0,614.0,No
78123,H78123,F,57.0,,No
78124,H78124,F,45.0,338.0,No
78125,H78125,M,65.0,,Yes
78126,H78126,M,,,No
78127,H78127,M,69.0,1051.0,Yes
78128,H78128,F,54.0,476.0,Yes
78129,H78129,,70.0,,Yes
78130,H78130,M,64.0,837.0,Yes
78131,H78131,F,48.0,,Yes
78132,H78132,F,62.0,782.0,No
78133,H78133,M,36.0,,Yes
78134,H78134,M,72.0,1186.0,Yes
78135,H78135,M,,644.0,Yes
78136,H78136,M,,,Yes
78137,H78137,F,55.0,,No
78138,H78138,M,63.0,,No
78139,H78139,M,,482.0,No
78140,H78140,F,63.0,706.0,Yes
78141,H78141,M,56.0,522.0,Yes
78142,H78142,M,65.0,,No
78143,H78143,F,62.0,735.0,Yes
78144,H78144,M,53.0,466.0,Yes
78145,H78145,F,,,No
78146,H78146,,,,Yes
78147,H78147,F,65.0,848.0,No
78148,H78148,M,63.0,,No
78149,H78149,M,59.0,,No
78150,H78150,F,,,No
78151,H78151,M,51.0,431.0,Yes
78152,H78152,F,64.0,,Yes
78153,H78153,F,65.0,835.0,No
78154,H78154,M,,,Yes
78155,H78155,M,,,Yes
78156,H78156,F,51.0,,No
78157,H78157,M,54.0,459.0,No
78158,H78158,M,,395.0,No
78159,H78159,M,63.0,752.0,No
78160,H78160,F,,,Yes
78161,H78161,F,,,Yes
78162,H78162,F,,796.0,No
78163,H78163,F,56.0,,No
78164,H78164,F,,795.0,No
78165,H78165,F,57.0,556.0,Yes
78166,H78166,F,64.0,,Yes
78167,H78167,F,58.0,611.0,No
78168,H78168,M,66.0,,Yes
78169,H78169,F,61.0,774.0,Yes
78170,H78170,M,56.0,583.0,No
78171,H78171,M,,,No
78172,H78172,M,,,Yes
78173,H78173,M,,458.0,Yes
78174,H78174,M,61.0,755.0,Yes
78175,H78175,F,,,Yes
78176,H78176,F,43.0,312.0,Yes
78177,H78177,F,,451.0,No
78178,H78178,M,64.0,810.0,No
78179,H78179,F,60.0,696.0,Yes
78180,H78180,F,58.0,673.0,No
78181,H78181,M,60.0,,No
78182,H78182,M,,790.0,Yes
78183,H78183,F,58.0,681.0,
78184,H78184,M,45.0,345.0,Yes
78185,H78185,,72.0,1172.0,Yes
78186,H78186,M,59.0,648.0,Yes
78187,H78187,F,,,No
78188,H78188,M,,,No
78189,H78189,M,,,No
78190,H78190,,35.0,256.0,No
78191,H78191,F,62.0,756.0,No
78192,H78192,M,54.0,477.0,No
78193,H78193,F,,460.0,No
78194,H78194,F,53.0,487.0,Yes
78195,H78195,M,61.0,761.0,Yes
78196,H78196,F,,,Yes
78197,H78197,F,68.0,998.0,No
78198,H78198,M,38.0,226.0,No
78199,H78199,F,56.0,561.0,Yes
78200,H78200,F,64.0,,No
78201,H78201,M,58.0,,Yes
78202,H78202,F,,,No
78203,H78203,M,64.0,845.0,No
78204,H78204,F,61.0,721.0,Yes
78205,H78205,F,65.0,879.0,No
78206,H78206,F,,1082.0,Yes
78207,H78207,M,55.0,500.0,No
78208,H78208,F,64.0,898.0,No
78209,H78209,M,56.0,,Yes
78210,H78210,F,,,Yes
78211,H78211,M,,,No
78212,H78212,F,58.0,618.0,Yes
78213,H78213,M,63.0,718.0,No
78214,H78214,M,,,Yes
78215,H78215,F,62.0,780.0,Yes
78216,H78216,M,68.0,1002.0,Yes
78217,H78217,F,65.0,,Yes
78218,H78218,F,45.0,,No
78219,H78219,F,59.0,667.0,Yes
78220,H78220,F,36.0,257.0,No
78221,H78221,F,50.0,445.0,No
78222,H78222,M,53.0,450.0,Yes
78223,H78223,F,57.0,524.0,Yes
78224,H78224,F,33.0,257.0,Yes
78225,H78225,M,51.0,442.0,Yes
78226,H78226,M,46.0,380.0,No
78227,H78227,M,57.0,521.0,No
78228,H78228,F,,706.0,Yes
78229,H78229,M,70.0,,Yes
78230,H78230,M,67.0,927.0,No
78231,H78231,F,42.0,,No
78232,H78232,M,,,Yes
78233,H78233,M,58.0,661.0,Yes
78234,H78234,F,,562.0,Yes
78235,H78235,F,59.0,,Yes
78236,H78236,F,52.0,,No
78237,H78237,M,,,Yes
78238,H78238,M,70.0,1115.0,No
78239,H78239,,,,No
78240,H78240,F,30.0,217.0,No
78241,H78241,M,,,No
78242,H78242,F,,,Yes
78243,H78243,M,56.0,538.0,No
78244,H78244,F,,,No
78245,H78245,M,,306.0,No
78246,H78246,F,51.0,,No
78247,H78247,M,55.0,471.0,Yes
78248,H78248,M,65.0,,Yes
78249,H78249,M,,,No
78250,H78250,F,69.0,1020.0,No
78251,H78251,M,53.0,488.0,No
78252,H78252,M,64.0,872.0,No
78253,H78253,F,60.0,,Yes
78254,H78254,F,,,Yes
78255,H78255,M,61.0,,Yes
78256,H78256,F,61.0,792.0,No
78257,H78257,M,52.0,436.0,Yes
78258,H78258,F,,544.0,Yes
78259,H78259,M,29.0,215.0,No
78260,H78260,F,43.0,312.0,No
78261,H78261,M,,,No
78262,H78262,F,56.0,,No
78263,H78263,M,,185.0,Yes
78264,H78264,M,,,Yes
78265,H78265,M,53.0,,Yes
78266,H78266,F,,475.0,No
78267,H78267,M,62.0,714.0,No
78268,H78268,F,,,Yes
78269,H78269,F,,,No
78270,H78270,M,64.0,846.0,No
78271,H78271,M,64.0,879.0,No
78272,H78272,M,,,Yes
78273,H78273,F,,,No
78274,H78274,M,65.0,806.0,No
78275,H78275,M,51.0,449.0,No
78276,H78276,M,,387.0,Yes
78277,H78277,F,60.0,657.0,Yes
78278,H78278,F,,,No
78279,H78279,M,58.0,680.0,No
78280,H78280,M,,692.0,No
78281,H78281,M,51.0,423.0,No
78282,H78282,F,47.0,,No
78283,H78283,M,45.0,,No
78284,H78284,F,52.0,445.0,Yes
78285,H78285,M,58.0,638.0,No
78286,H78286,M,60.0,665.0,No
78287,H78287,F,58.0,,Yes
78288,H78288,M,,,No
78289,H78289,M,,,No
78290,H78290,M,35.0,258.0,Yes
78291,H78291,F,,,No
78292,H78292,M,52.0,447.0,No
78293,H78293,M,,561.0,No
78294,H78294,M,58.0,,Yes
78295,H78295,M,,,Yes
78296,H78296,M,40.0,285.0,Yes
78297,H78297,M,,,No
78298,H78298,,62.0,,No
78299,H78299,F,55.0,451.0,Yes
78300,H78300,M,31.0,191.0,No
78301,H78301,F,65.0,846.0,No
78302,H78302,F,54.0,458.0,Yes
78303,H78303,,53.0,499.0,Yes
78304,H78304,M,,783.0,Yes
78305,H78305,M,64.0,870.0,Yes
78306,H78306,M,48.0,,Yes
78307,H78307,F,36.0,,Yes
78308,H78308,F,57.0,,Yes
78309,H78309,M,60.0,621.0,Yes
78310,H78310,M,,,Yes
78311,H78311,M,,,Yes
78312,H78312,F,63.0,772.0,No
78313,H78313,F,58.0,612.0,Yes
78314,H78314,F,,,Yes
78315,H78315,M,58.0,,Yes
78316,H78316,M,71.0,1137.0,Yes
78317,H78317,M,58.0,692.0,Yes
78318,H78318,F,60.0,,No
78319,H78319,F,65.0,,No
78320,H78320,M,32.0,220.0,Yes
78321,H78321,M,63.0,800.0,No
78322,H78322,M,,,No
78323,H78323,F,59.0,655.0,No
78324,H78324,F,,764.0,No
78325,H78325,M,49.0,391.0,Yes
78326,H78326,M,64.0,,No
78327,H78327,,61.0,771.0,Yes
78328,H78328,F,63.0,,Yes
78329,H78329,M,,938.0,No
78330,H78330,F,60.0,663.0,No
78331,H78331,M,65.0,,Yes
78332,H78332,F,,480.0,No
78333,H78333,M,,577.0,No
78334,H78334,F,50.0,412.0,Yes
78335,H78335,F,64.0,,Yes
78336,H78336,M,60.0,661.0,No
78337,H78337,F,32.0,,No
78338,H78338,M,,619.0,Yes
78339,H78339,M,60.0,,Yes
78340,H78340,F,63.0,765.0,Yes
78341,H78341,M,48.0,394.0,Yes
78342,H78342,,,,No
78343,H78343,F,57.0,507.0,Yes
78344,H78344,F,,415.0,No
78345,H78345,F,,,No
78346,H78346,M,47.0,,Yes
78347,H78347,F,37.0,245.0,No
78348,H78348,M,49.0,,Yes
78349,H78349,F,62.0,789.0,Yes
78350,H78350,F,,,No
78351,H78351,M,,679.0,No
78352,H78352,M,62.0,723.0,Yes
78353,H78353,F,64.0,,No
78354,H78354,F,,,No
78355,H78355,M,54.0,490.0,No
78356,H78356,F,62.0,,No
78357,H78357,F,44.0,,Yes
78358,H78358,,,,Yes
78359,H78359,M,59.0,614.0,No
78360,H78360,M,62.0,712.0,No
78361,H78361,M,48.0,,Yes
78362,H78362,M,65.0,831.0,Yes
78363,H78363,M,63.0,742.0,Yes
78364,H78364,M,,606.0,No
78365,H78365,F,63.0,796.0,No
78366,H78366,F,,732.0,Yes
78367,H78367,F,55.0,,Yes
78368,H78368,M,59.0,640.0,No
78369,H78369,M,,676.0,Yes
78370,H78370,F,64.0,872.0,No
78371,H78371,M,61.0,,No
78372,H78372,M,64.0,882.0,Yes
78373,H78373,F,58.0,618.0,No
78374,H78374,F,46.0,,
78375,H78375,F,,469.0,No
78376,H78376,F,58.0,699.0,Yes
78377,H78377,F,,680.0,Yes
78378,H78378,F,57.0,554.0,No
78379,H78379,M,,846.0,No
78380,H78380,F,43.0,307.0,Yes
78381,H78381,M,56.0,597.0,No
78382,H78382,M,65.0,808.0,No
78383,H78383,M,,793.0,Yes
78384,H78384,F,62.0,799.0,No
78385,H78385,F,48.0,,No
78386,H78386,,61.0,762.0,No
78387,H78387,F,61.0,,No
78388,H78388,F,63.0,792.0,No
78389,H78389,F,72.0,,No
78390,H78390,F,48.0,377.0,No
78391,H78391,F,,,No
78392,H78392,M,60.0,652.0,Yes
78393,H78393,M,,,Yes
78394,H78394,M,,,No
78395,H78395,M,67.0,,No
78396,H78396,M,59.0,623.0,Yes
78397,H78397,F,46.0,379.0,Yes
78398,H78398,M,,,No
78399,H78399,M,53.0,,No
78400,H78400,F,,610.0,No
78401,H78401,M,59.0,,No
78402,H78402,F,57.0,,Yes
78403,H78403,F,64.0,816.0,Yes
78404,H78404,F,41.0,,No
78405,H78405,M,,260.0,No
78406,H78406,F,,217.0,Yes
78407,H78407,F,50.0,438.0,No
78408,H78408,M,57.0,530.0,Yes
78409,H78409,F,,478.0,No
78410,H78410,F,71.0,1129.0,No
78411,H78411,M,56.0,,Yes
78412,H78412,F,46.0,355.0,No
78413,H78413,F,60.0,667.0,No
78414,H78414,M,,841.0,Yes
78415,H78415,F,41.0,299.0,No
78416,H78416,M,,762.0,No
78417,H78417,F,64.0,817.0,Yes
78418,H78418,M,,,Yes
78419,H78419,F,,,Yes
78420,H78420,F,,735.0,Yes
78421,H78421,F,57.0,,No
78422,H78422,F,59.0,656.0,Yes
78423,H78423,F,47.0,397.0,Yes
78424,H78424,M,,605.0,No
78425,H78425,M,,,Yes
78426,H78426,F,62.0,787.0,No
78427,H78427,M,56.0,511.0,Yes
78428,H78428,,57.0,503.0,Yes
78429,H78429,F,30.0,209.0,Yes
78430,H78430,M,39.0,267.0,Yes
78431,H78431,M,,1169.0,No
78432,H78432,F,63.0,,No
78433,H78433,M,,732.0,Yes
78434,H78434,,,255.0,No
78435,H78435,F,,1193.0,No
78436,H78436,M,,511.0,Yes
78437,H78437,,65.0,,Yes
78438,H78438,M,61.0,725.0,No
78439,H78439,F,62.0,789.0,Yes
78440,H78440,M,65.0,822.0,Yes
78441,H78441,M,49.0,361.0,Yes
78442,H78442,M,54.0,,Yes
78443,H78443,F,63.0,735.0,No
78444,H78444,F,45.0,,No
78445,H78445,F,47.0,368.0,Yes
78446,H78446,M,,776.0,Yes
78447,H78447,M,,842.0,No
78448,H78448,,,,No
78449,H78449,F,,,No
78450,H78450,F,65.0,823.0,Yes
78451,H78451,F,59.0,609.0,No
78452,H78452,M,63.0,776.0,Yes
78453,H78453,M,43.0,310.0,Yes
78454,H78454,F,,,No
78455,H78455,M,,,Yes
78456,H78456,F,49.0,,Yes
78457,H78457,F,65.0,834.0,Yes
78458,H78458,F,65.0,820.0,No
78459,H78459,F,,345.0,Yes
78460,H78460,M,64.0,816.0,No
78461,H78461,F,49.0,,Yes
78462,H78462,M,57.0,,Yes
78463,H78463,F,,381.0,Yes
78464,H78464,M,62.0,761.0,Yes
78465,H78465,F,53.0,480.0,No
78466,H78466,F,58.0,656.0,Yes
78467,H78467,M,,,Yes
78468,H78468,F,38.0,244.0,Yes
78469,H78469,F,62.0,753.0,Yes
78470,H78470,M,68.0,989.0,Yes
78471,H78471,F,,656.0,Yes
78472,H78472,M,63.0,732.0,Yes
78473,H78473,M,65.0,821.0,Yes
78474,H78474,F,58.0,688.0,No
78475,H78475,M,,,No
78476,H78476,M,63.0,750.0,Yes
78477,H78477,F,62.0,,No
78478,H78478,M,,,No
78479,H78479,F,61.0,711.0,Yes
78480,H78480,F,,,No
78481,H78481,M,69.0,973.0,No
78482,H78482,M,46.0,372.0,Yes
78483,H78483,F,,,Yes
78484,H78484,M,,1143.0,No
78485,H78485,F,64.0,832.0,Yes
78486,H78486,F,58.0,637.0,Yes
78487,H78487,F,,,Yes
78488,H78488,F,,723.0,No
78489,H78489,F,64.0,855.0,No
78490,H78490,F,,690.0,Yes
78491,H78491,F,60.0,,Yes
78492,H78492,M,63.0,731.0,No
78493,H78493,M,,330.0,No
78494,H78494,F,45.0,337.0,No
