Serial no.,Horse id,Horse-Gender,Horse-Height,Horse-Weight,Racer-Horse
77719,H77719,F,28.0,197.0,No
77720,H77720,F,,318.0,Yes
77721,H77721,M,65.0,1000.0,No
77722,H77722,M,31.0,287.0,Yes
77723,H77723,F,59.0,672.0,Yes
77724,H77724,F,42.0,,Yes
77725,H77725,F,64.0,572.0,No
77726,H77726,M,51.0,324.0,No
77727,H77727,F,,383.0,Yes
77728,H77728,F,64.0,845.0,Yes
77729,H77729,F,42.0,475.0,Yes
77730,H77730,F,62.0,893.0,No
77731,H77731,F,43.0,400.0,Yes
77732,H77732,F,57.0,757.0,Yes
77733,H77733,F,54.0,,Yes
77734,H77734,M,59.0,,No
77735,H77735,F,68.0,,Yes
77736,H77736,F,40.0,,Yes
77737,H77737,F,71.0,,Yes
77738,H77738,M,,,Yes
77739,H77739,M,30.0,295.0,No
77740,H77740,F,66.0,,Yes
77741,H77741,M,61.0,,No
77742,H77742,F,,512.0,Yes
77743,H77743,M,40.0,256.0,Yes
77744,H77744,M,61.0,683.0,Yes
77745,H77745,F,,,No
77746,H77746,F,,515.0,Yes
77747,H77747,F,,347.0,Yes
77748,H77748,,63.0,777.0,Yes
77749,H77749,M,67.0,,No
77750,H77750,F,,,No
77751,H77751,F,67.0,,No
77752,H77752,F,47.0,474.0,No
77753,H77753,F,31.0,272.0,No
77754,H77754,F,,431.0,Yes
77755,H77755,M,,185.0,Yes
77756,H77756,F,57.0,754.0,Yes
77757,H77757,M,,463.0,No
77758,H77758,M,62.0,,Yes
77759,H77759,M,63.0,,No
77760,H77760,F,64.0,,No
77761,H77761,M,62.0,538.0,Yes
77762,H77762,M,50.0,475.0,No
77763,H77763,F,,617.0,Yes
77764,H77764,M,42.0,,Yes
77765,H77765,F,,502.0,Yes
77766,H77766,M,64.0,,Yes
77767,H77767,F,,771.0,No
77768,H77768,F,,,Yes
77769,H77769,M,,486.0,Yes
77770,H77770,F,39.0,,No
77771,H77771,M,,,No
77772,H77772,F,69.0,911.0,No
77773,H77773,M,57.0,698.0,No
77774,H77774,F,55.0,,Yes
77775,H77775,M,32.0,183.0,Yes
77776,H77776,M,56.0,,Yes
77777,H77777,M,,218.0,Yes
77778,H77778,F,,,Yes
77779,H77779,,64.0,599.0,No
77780,H77780,M,59.0,838.0,No
77781,H77781,M,,314.0,No
77782,H77782,M,59.0,715.0,Yes
77783,H77783,F,,663.0,No
77784,H77784,M,55.0,519.0,Yes
77785,H77785,F,,,Yes
77786,H77786,M,41.0,244.0,Yes
77787,H77787,F,46.0,426.0,Yes
77788,H77788,F,59.0,,Yes
77789,H77789,F,55.0,,No
77790,H77790,M,55.0,,Yes
77791,H77791,F,54.0,358.0,Yes
77792,H77792,F,47.0,372.0,Yes
77793,H77793,F,57.0,818.0,Yes
77794,H77794,F,43.0,462.0,No
77795,H77795,F,62.0,,No
77796,H77796,F,62.0,741.0,Yes
77797,H77797,F,,829.0,Yes
77798,H77798,F,61.0,724.0,No
77799,H77799,M,59.0,507.0,Yes
77800,H77800,,57.0,578.0,Yes
77801,H77801,F,41.0,278.0,Yes
77802,H77802,F,58.0,,No
77803,H77803,F,,614.0,Yes
77804,H77804,F,60.0,,No
77805,H77805,F,41.0,290.0,No
77806,H77806,F,63.0,,No
77807,H77807,F,69.0,1104.0,No
77808,H77808,F,58.0,612.0,No
77809,H77809,M,58.0,547.0,Yes
77810,H77810,F,49.0,314.0,No
77811,H77811,F,,,Yes
77812,H77812,M,66.0,1011.0,No
77813,H77813,M,,708.0,No
77814,H77814,M,28.0,237.0,Yes
77815,H77815,M,57.0,,Yes
77816,H77816,F,59.0,,No
77817,H77817,M,,,Yes
77818,H77818,M,62.0,835.0,No
77819,H77819,F,63.0,875.0,No
77820,H77820,M,44.0,,Yes
77821,H77821,F,,659.0,No
77822,H77822,M,,312.0,No
77823,H77823,M,66.0,,Yes
77824,H77824,F,60.0,,Yes
77825,H77825,F,43.0,499.0,Yes
77826,H77826,M,45.0,308.0,No
77827,H77827,F,59.0,591.0,Yes
77828,H77828,F,,573.0,No
77829,H77829,F,,983.0,Yes
77830,H77830,M,64.0,544.0,Yes
77831,H77831,F,49.0,,Yes
77832,H77832,M,54.0,,Yes
77833,H77833,M,,,No
77834,H77834,F,55.0,634.0,No
77835,H77835,M,,213.0,No
77836,H77836,F,48.0,,No
77837,H77837,M,,510.0,No
77838,H77838,F,59.0,897.0,Yes
77839,H77839,M,,415.0,No
77840,H77840,F,61.0,,No
77841,H77841,M,,,No
77842,H77842,F,33.0,,No
77843,H77843,M,64.0,,Yes
77844,H77844,M,30.0,,No
77845,H77845,M,49.0,393.0,Yes
77846,H77846,M,,,No
77847,H77847,M,,379.0,No
77848,H77848,M,,839.0,No
77849,H77849,,,204.0,Yes
77850,H77850,M,54.0,391.0,No
77851,H77851,M,,,Yes
77852,H77852,F,,372.0,Yes
77853,H77853,F,,,Yes
77854,H77854,F,59.0,,No
77855,H77855,,,,Yes
77856,H77856,M,71.0,1038.0,Yes
77857,H77857,M,57.0,,Yes
77858,H77858,F,30.0,,No
77859,H77859,M,59.0,734.0,No
77860,H77860,M,,872.0,No
77861,H77861,F,,1142.0,Yes
77862,H77862,M,,,No
77863,H77863,F,63.0,593.0,No
77864,H77864,M,48.0,,No
77865,H77865,F,65.0,1169.0,Yes
77866,H77866,M,47.0,,Yes
77867,H77867,M,,,No
77868,H77868,F,68.0,1038.0,Yes
77869,H77869,M,54.0,455.0,No
77870,H77870,M,65.0,,No
77871,H77871,M,60.0,533.0,Yes
77872,H77872,F,,,Yes
77873,H77873,F,43.0,391.0,Yes
77874,H77874,M,72.0,,Yes
77875,H77875,F,46.0,,Yes
77876,H77876,M,,,No
77877,H77877,M,,,No
77878,H77878,M,,361.0,Yes
77879,H77879,F,55.0,,No
77880,H77880,F,71.0,940.0,No
77881,H77881,M,,411.0,Yes
77882,H77882,M,51.0,,Yes
77883,H77883,M,47.0,,Yes
77884,H77884,M,46.0,497.0,No
77885,H77885,M,62.0,,No
77886,H77886,,45.0,,No
77887,H77887,F,61.0,832.0,No
77888,H77888,M,58.0,823.0,Yes
77889,H77889,M,,851.0,No
77890,H77890,M,52.0,470.0,Yes
77891,H77891,M,58.0,,No
77892,H77892,,59.0,857.0,Yes
77893,H77893,F,64.0,,No
77894,H77894,F,,,No
77895,H77895,M,57.0,,No
77896,H77896,M,,318.0,No
77897,H77897,F,,760.0,Yes
77898,H77898,M,56.0,,No
77899,H77899,F,62.0,899.0,Yes
77900,H77900,M,54.0,411.0,Yes
77901,H77901,F,59.0,,No
77902,H77902,F,,689.0,No
77903,H77903,F,43.0,335.0,No
77904,H77904,M,64.0,882.0,Yes
77905,H77905,F,57.0,799.0,No
77906,H77906,M,58.0,805.0,No
77907,H77907,F,54.0,,Yes
77908,H77908,M,63.0,504.0,No
77909,H77909,M,55.0,,Yes
77910,H77910,M,,794.0,Yes
77911,H77911,M,,1057.0,No
77912,H77912,M,53.0,488.0,Yes
77913,H77913,M,44.0,,
77914,H77914,F,,775.0,Yes
77915,H77915,F,,798.0,Yes
77916,H77916,F,46.0,346.0,
77917,H77917,F,64.0,,No
77918,H77918,F,59.0,826.0,Yes
77919,H77919,F,,712.0,No
77920,H77920,F,48.0,328.0,No
77921,H77921,F,63.0,,Yes
77922,H77922,M,59.0,,No
77923,H77923,F,51.0,399.0,No
77924,H77924,M,33.0,,Yes
77925,H77925,M,,,Yes
77926,H77926,F,55.0,,No
77927,H77927,M,58.0,808.0,Yes
77928,H77928,,62.0,814.0,No
77929,H77929,F,62.0,768.0,No
77930,H77930,M,64.0,,Yes
77931,H77931,F,,638.0,No
77932,H77932,F,,889.0,No
77933,H77933,F,55.0,681.0,Yes
77934,H77934,M,67.0,1067.0,No
77935,H77935,M,54.0,370.0,Yes
77936,H77936,M,68.0,981.0,Yes
77937,H77937,F,60.0,,Yes
77938,H77938,F,,862.0,No
77939,H77939,M,,398.0,Yes
77940,H77940,M,63.0,,No
77941,H77941,M,59.0,,Yes
77942,H77942,M,,723.0,Yes
77943,H77943,F,,309.0,Yes
77944,H77944,M,46.0,370.0,Yes
77945,H77945,F,55.0,745.0,No
77946,H77946,,54.0,,Yes
77947,H77947,M,55.0,666.0,No
77948,H77948,M,52.0,368.0,Yes
77949,H77949,F,59.0,,No
77950,H77950,M,58.0,522.0,Yes
77951,H77951,F,54.0,339.0,No
77952,H77952,,46.0,469.0,No
77953,H77953,M,43.0,343.0,Yes
77954,H77954,F,64.0,700.0,No
77955,H77955,F,53.0,,No
77956,H77956,F,68.0,1182.0,Yes
77957,H77957,,60.0,673.0,No
77958,H77958,M,,,Yes
77959,H77959,M,,869.0,No
77960,H77960,M,,845.0,Yes
77961,H77961,F,63.0,511.0,No
77962,H77962,,63.0,562.0,No
77963,H77963,M,,758.0,Yes
77964,H77964,F,,1188.0,Yes
77965,H77965,M,53.0,302.0,No
77966,H77966,M,29.0,278.0,Yes
77967,H77967,M,44.0,,No
77968,H77968,M,59.0,735.0,Yes
77969,H77969,M,46.0,331.0,No
77970,H77970,F,51.0,459.0,No
77971,H77971,F,,,No
77972,H77972,F,61.0,,No
77973,H77973,M,48.0,,No
77974,H77974,F,59.0,888.0,Yes
77975,H77975,F,,409.0,Yes
77976,H77976,F,,704.0,Yes
77977,H77977,F,47.0,372.0,Yes
77978,H77978,M,56.0,,Yes
77979,H77979,F,44.0,390.0,Yes
77980,H77980,F,62.0,648.0,No
77981,H77981,M,33.0,250.0,Yes
77982,H77982,M,58.0,,No
77983,H77983,M,44.0,438.0,No
77984,H77984,M,39.0,,Yes
77985,H77985,M,,594.0,Yes
77986,H77986,F,,431.0,No
77987,H77987,M,72.0,,Yes
77988,H77988,M,,316.0,No
77989,H77989,F,68.0,1180.0,No
77990,H77990,M,,228.0,Yes
77991,H77991,M,,611.0,Yes
77992,H77992,F,,454.0,Yes
77993,H77993,F,49.0,465.0,Yes
77994,H77994,F,72.0,1168.0,Yes
77995,H77995,M,,463.0,No
77996,H77996,F,48.0,499.0,Yes
77997,H77997,M,43.0,423.0,Yes
77998,H77998,M,62.0,697.0,Yes
77999,H77999,M,60.0,,No
78000,H78000,M,,736.0,No
78001,H78001,M,70.0,,Yes
78002,H78002,F,69.0,1085.0,Yes
78003,H78003,,56.0,670.0,Yes
78004,H78004,F,58.0,635.0,No
78005,H78005,F,,536.0,Yes
78006,H78006,M,55.0,,Yes
78007,H78007,M,55.0,517.0,No
78008,H78008,F,62.0,763.0,No
78009,H78009,M,62.0,575.0,Yes
78010,H78010,M,53.0,443.0,No
78011,H78011,F,72.0,1036.0,Yes
78012,H78012,M,61.0,624.0,Yes
78013,H78013,F,,,No
78014,H78014,M,55.0,702.0,Yes
78015,H78015,F,58.0,500.0,No
78016,H78016,M,,,No
78017,H78017,F,,920.0,Yes
78018,H78018,M,46.0,406.0,No
78019,H78019,F,57.0,578.0,Yes
78020,H78020,F,41.0,,No
78021,H78021,M,63.0,,No
78022,H78022,F,51.0,460.0,Yes
78023,H78023,F,59.0,600.0,Yes
78024,H78024,M,,,No
78025,H78025,M,53.0,,Yes
78026,H78026,F,46.0,436.0,No
78027,H78027,F,64.0,581.0,Yes
78028,H78028,M,40.0,,No
78029,H78029,M,60.0,889.0,No
78030,H78030,M,67.0,1145.0,No
78031,H78031,M,72.0,969.0,No
78032,H78032,F,44.0,,No
78033,H78033,F,46.0,,Yes
78034,H78034,M,63.0,835.0,No
78035,H78035,F,71.0,,
78036,H78036,M,,259.0,No
78037,H78037,M,48.0,367.0,No
78038,H78038,F,57.0,590.0,No
78039,H78039,F,47.0,481.0,Yes
78040,H78040,F,32.0,202.0,Yes
78041,H78041,M,,842.0,Yes
78042,H78042,M,72.0,994.0,Yes
78043,H78043,M,59.0,621.0,Yes
78044,H78044,F,42.0,426.0,No
78045,H78045,,72.0,955.0,Yes
78046,H78046,M,47.0,,Yes
78047,H78047,F,29.0,263.0,No
78048,H78048,M,56.0,,Yes
78049,H78049,M,58.0,526.0,No
78050,H78050,M,62.0,,Yes
78051,H78051,M,,694.0,No
78052,H78052,F,42.0,305.0,Yes
78053,H78053,M,39.0,183.0,No
78054,H78054,M,28.0,277.0,Yes
78055,H78055,M,61.0,615.0,No
78056,H78056,F,64.0,784.0,Yes
78057,H78057,F,49.0,,Yes
78058,H78058,F,61.0,,Yes
78059,H78059,F,64.0,885.0,Yes
78060,H78060,F,60.0,726.0,No
78061,H78061,F,62.0,,No
78062,H78062,M,64.0,632.0,No
78063,H78063,F,42.0,,No
78064,H78064,M,,466.0,Yes
78065,H78065,,,,Yes
78066,H78066,M,,669.0,Yes
78067,H78067,F,57.0,,Yes
78068,H78068,F,47.0,,No
78069,H78069,M,60.0,,No
78070,H78070,F,49.0,,Yes
78071,H78071,F,64.0,,Yes
78072,H78072,F,,855.0,Yes
78073,H78073,F,48.0,347.0,Yes
78074,H78074,,48.0,328.0,No
78075,H78075,M,55.0,550.0,No
78076,H78076,F,,697.0,No
78077,H78077,F,56.0,,No
78078,H78078,F,62.0,603.0,No
78079,H78079,F,57.0,,No
78080,H78080,M,,296.0,No
78081,H78081,F,,431.0,No
78082,H78082,M,56.0,845.0,Yes
78083,H78083,M,,770.0,No
78084,H78084,F,51.0,365.0,Yes
78085,H78085,M,,736.0,No
78086,H78086,F,,,Yes
78087,H78087,M,64.0,,No
78088,H78088,M,32.0,225.0,No
78089,H78089,F,62.0,,Yes
78090,H78090,F,63.0,641.0,No
78091,H78091,F,65.0,1052.0,No
78092,H78092,F,30.0,271.0,Yes
78093,H78093,M,47.0,352.0,Yes
78094,H78094,F,64.0,,No
78095,H78095,M,55.0,594.0,No
78096,H78096,,,318.0,No
78097,H78097,F,,1101.0,Yes
78098,H78098,M,50.0,,No
78099,H78099,M,47.0,,No
78100,H78100,F,42.0,356.0,Yes
78101,H78101,F,41.0,227.0,Yes
78102,H78102,M,64.0,628.0,Yes
78103,H78103,M,71.0,1082.0,Yes
78104,H78104,M,45.0,,Yes
78105,H78105,F,63.0,,Yes
78106,H78106,F,55.0,529.0,No
78107,H78107,M,58.0,,Yes
78108,H78108,M,,,No
78109,H78109,M,50.0,,No
78110,H78110,M,32.0,215.0,Yes
78111,H78111,M,,,No
78112,H78112,M,59.0,782.0,No
78113,H78113,F,,842.0,Yes
78114,H78114,F,61.0,863.0,No
78115,H78115,F,51.0,455.0,No
78116,H78116,F,68.0,,No
78117,H78117,F,59.0,,Yes
78118,H78118,F,,,Yes
78119,H78119,M,37.0,200.0,Yes
78120,H78120,M,,,Yes
78121,H78121,F,,879.0,No
78122,H78122,M,59.0,568.0,Yes
78123,H78123,M,50.0,401.0,Yes
78124,H78124,F,47.0,,No
78125,H78125,M,,,Yes
78126,H78126,M,64.0,730.0,Yes
78127,H78127,F,,1165.0,Yes
78128,H78128,M,44.0,,Yes
78129,H78129,F,61.0,683.0,No
78130,H78130,M,51.0,400.0,Yes
78131,H78131,M,,1004.0,Yes
78132,H78132,M,58.0,,Yes
78133,H78133,F,51.0,422.0,Yes
78134,H78134,F,63.0,,Yes
78135,H78135,M,,,No
78136,H78136,F,,,Yes
78137,H78137,F,63.0,,Yes
78138,H78138,M,,,Yes
78139,H78139,M,40.0,265.0,Yes
78140,H78140,M,32.0,191.0,Yes
78141,H78141,M,56.0,643.0,Yes
78142,H78142,M,,1019.0,No
78143,H78143,F,53.0,,No
78144,H78144,M,45.0,449.0,Yes
78145,H78145,M,69.0,,Yes
78146,H78146,M,64.0,827.0,No
78147,H78147,F,42.0,387.0,No
78148,H78148,F,57.0,655.0,Yes
78149,H78149,M,55.0,,No
78150,H78150,M,59.0,,No
78151,H78151,M,57.0,861.0,No
78152,H78152,F,44.0,,No
78153,H78153,F,,198.0,No
78154,H78154,M,,,No
78155,H78155,M,63.0,723.0,Yes
78156,H78156,M,,974.0,No
78157,H78157,F,72.0,1141.0,No
78158,H78158,M,29.0,236.0,No
78159,H78159,M,38.0,232.0,No
78160,H78160,M,49.0,380.0,No
78161,H78161,M,31.0,246.0,No
78162,H78162,F,61.0,794.0,Yes
78163,H78163,F,61.0,544.0,No
78164,H78164,F,43.0,,No
78165,H78165,F,48.0,387.0,No
78166,H78166,M,,378.0,Yes
78167,H78167,M,,405.0,Yes
78168,H78168,M,63.0,567.0,No
78169,H78169,F,61.0,663.0,No
78170,H78170,F,57.0,,
78171,H78171,F,64.0,621.0,Yes
78172,H78172,F,,,Yes
78173,H78173,F,,,Yes
78174,H78174,F,64.0,888.0,Yes
78175,H78175,M,,702.0,No
78176,H78176,F,,452.0,No
78177,H78177,M,57.0,850.0,Yes
78178,H78178,F,,793.0,Yes
78179,H78179,F,49.0,323.0,Yes
78180,H78180,M,55.0,,No
78181,H78181,F,58.0,743.0,Yes
78182,H78182,F,56.0,846.0,Yes
78183,H78183,F,53.0,326.0,Yes
78184,H78184,F,55.0,514.0,Yes
78185,H78185,F,61.0,714.0,Yes
78186,H78186,M,61.0,729.0,Yes
78187,H78187,F,62.0,,Yes
78188,H78188,F,42.0,468.0,No
78189,H78189,M,56.0,,No
78190,H78190,F,51.0,339.0,No
78191,H78191,M,,608.0,No
78192,H78192,M,,342.0,Yes
78193,H78193,F,,415.0,Yes
78194,H78194,,29.0,,No
78195,H78195,M,29.0,224.0,No
78196,H78196,M,,419.0,Yes
78197,H78197,M,60.0,677.0,
78198,H78198,M,56.0,,Yes
78199,H78199,F,47.0,,No
78200,H78200,F,72.0,955.0,Yes
78201,H78201,F,46.0,375.0,No
78202,H78202,M,55.0,896.0,No
78203,H78203,M,57.0,725.0,Yes
78204,H78204,F,56.0,564.0,Yes
78205,H78205,M,57.0,,Yes
78206,H78206,M,56.0,,No
78207,H78207,F,58.0,890.0,Yes
78208,H78208,M,55.0,639.0,Yes
78209,H78209,M,33.0,,Yes
78210,H78210,F,47.0,499.0,Yes
78211,H78211,F,,,No
78212,H78212,F,56.0,580.0,No
78213,H78213,F,,390.0,Yes
78214,H78214,M,56.0,614.0,No
78215,H78215,F,,338.0,Yes
78216,H78216,F,60.0,,Yes
78217,H78217,F,63.0,879.0,Yes
78218,H78218,M,58.0,619.0,No
78219,H78219,F,55.0,576.0,No
78220,H78220,F,63.0,583.0,
78221,H78221,M,59.0,533.0,No
78222,H78222,M,56.0,,No
78223,H78223,M,,739.0,Yes
78224,H78224,M,,474.0,Yes
78225,H78225,F,60.0,769.0,Yes
78226,H78226,M,58.0,,No
78227,H78227,F,71.0,1147.0,Yes
78228,H78228,M,72.0,1121.0,No
78229,H78229,M,54.0,402.0,Yes
78230,H78230,M,62.0,817.0,No
78231,H78231,F,,,Yes
78232,H78232,F,56.0,,No
78233,H78233,M,42.0,,No
78234,H78234,M,35.0,,Yes
78235,H78235,M,,355.0,Yes
78236,H78236,F,,814.0,Yes
78237,H78237,M,,848.0,Yes
78238,H78238,F,46.0,,No
78239,H78239,F,,,No
78240,H78240,F,47.0,403.0,No
78241,H78241,F,58.0,676.0,Yes
78242,H78242,M,,659.0,No
78243,H78243,F,,796.0,Yes
78244,H78244,M,61.0,,Yes
78245,H78245,F,63.0,548.0,No
78246,H78246,M,55.0,529.0,No
78247,H78247,F,55.0,,Yes
78248,H78248,,57.0,528.0,Yes
78249,H78249,F,55.0,782.0,No
78250,H78250,M,46.0,,No
78251,H78251,F,61.0,601.0,Yes
78252,H78252,M,56.0,880.0,No
78253,H78253,F,57.0,,No
78254,H78254,F,66.0,,No
78255,H78255,M,63.0,,Yes
78256,H78256,F,61.0,,No
78257,H78257,F,,611.0,No
78258,H78258,M,,,No
78259,H78259,M,60.0,,No
78260,H78260,F,48.0,,No
78261,H78261,M,51.0,,No
78262,H78262,F,72.0,1179.0,No
78263,H78263,,60.0,,
78264,H78264,F,46.0,,Yes
78265,H78265,M,62.0,,No
78266,H78266,F,59.0,624.0,No
78267,H78267,F,65.0,957.0,No
78268,H78268,,59.0,,Yes
78269,H78269,M,,844.0,Yes
78270,H78270,M,,326.0,Yes
78271,H78271,F,64.0,861.0,Yes
78272,H78272,,60.0,625.0,Yes
78273,H78273,F,68.0,,No
78274,H78274,M,56.0,,Yes
78275,H78275,M,70.0,1020.0,Yes
78276,H78276,F,,590.0,No
78277,H78277,M,58.0,717.0,No
78278,H78278,M,67.0,1050.0,Yes
78279,H78279,M,64.0,876.0,No
78280,H78280,F,72.0,934.0,
78281,H78281,M,59.0,,No
78282,H78282,F,40.0,281.0,Yes
78283,H78283,M,,344.0,No
78284,H78284,F,58.0,,No
78285,H78285,F,64.0,,Yes
78286,H78286,F,,,Yes
78287,H78287,M,60.0,851.0,Yes
78288,H78288,F,43.0,373.0,Yes
78289,H78289,F,51.0,,No
78290,H78290,F,61.0,,No
78291,H78291,F,,246.0,No
78292,H78292,F,,413.0,No
78293,H78293,F,43.0,,Yes
78294,H78294,M,57.0,580.0,Yes
78295,H78295,F,56.0,756.0,Yes
78296,H78296,F,58.0,,Yes
78297,H78297,M,56.0,,No
78298,H78298,M,43.0,,No
78299,H78299,M,41.0,,Yes
78300,H78300,M,,532.0,Yes
78301,H78301,M,62.0,650.0,No
78302,H78302,M,,,No
78303,H78303,M,,625.0,Yes
78304,H78304,F,,290.0,No
78305,H78305,F,,202.0,No
78306,H78306,F,64.0,580.0,Yes
78307,H78307,F,58.0,,No
78308,H78308,M,,350.0,No
78309,H78309,M,63.0,870.0,Yes
78310,H78310,M,,361.0,Yes
78311,H78311,M,43.0,418.0,Yes
78312,H78312,M,,,No
78313,H78313,F,,279.0,No
78314,H78314,F,44.0,,No
78315,H78315,M,56.0,892.0,No
78316,H78316,M,62.0,,Yes
78317,H78317,F,51.0,,No
78318,H78318,F,49.0,398.0,No
78319,H78319,F,50.0,432.0,Yes
78320,H78320,M,52.0,,Yes
78321,H78321,F,,819.0,Yes
78322,H78322,M,65.0,1196.0,No
78323,H78323,F,54.0,406.0,Yes
78324,H78324,M,62.0,609.0,No
78325,H78325,,62.0,,No
78326,H78326,M,,,No
78327,H78327,,58.0,811.0,Yes
78328,H78328,F,64.0,,No
78329,H78329,F,49.0,312.0,Yes
78330,H78330,M,,1134.0,Yes
78331,H78331,M,43.0,,Yes
78332,H78332,M,,544.0,No
78333,H78333,F,,321.0,No
78334,H78334,F,58.0,728.0,Yes
78335,H78335,F,59.0,888.0,Yes
78336,H78336,M,62.0,863.0,Yes
78337,H78337,F,64.0,,Yes
78338,H78338,M,61.0,,No
78339,H78339,M,55.0,594.0,Yes
78340,H78340,F,68.0,1153.0,Yes
78341,H78341,M,,494.0,No
78342,H78342,F,,,No
78343,H78343,M,63.0,623.0,No
78344,H78344,F,,,Yes
78345,H78345,F,62.0,723.0,No
78346,H78346,M,,,Yes
78347,H78347,F,29.0,250.0,Yes
78348,H78348,M,30.0,279.0,No
78349,H78349,F,56.0,827.0,No
78350,H78350,,,278.0,No
78351,H78351,M,54.0,396.0,Yes
78352,H78352,F,,287.0,No
78353,H78353,M,56.0,617.0,Yes
78354,H78354,F,,823.0,Yes
78355,H78355,F,,311.0,No
78356,H78356,F,,750.0,No
78357,H78357,F,63.0,585.0,No
78358,H78358,F,59.0,780.0,Yes
78359,H78359,F,66.0,1002.0,Yes
78360,H78360,F,58.0,853.0,Yes
78361,H78361,F,61.0,,Yes
78362,H78362,M,61.0,,Yes
78363,H78363,M,61.0,842.0,No
78364,H78364,M,61.0,875.0,Yes
78365,H78365,F,43.0,,No
78366,H78366,M,,,No
78367,H78367,M,55.0,763.0,No
78368,H78368,F,61.0,772.0,Yes
78369,H78369,,55.0,,Yes
78370,H78370,M,61.0,586.0,No
78371,H78371,,58.0,898.0,No
78372,H78372,M,46.0,419.0,No
78373,H78373,F,,675.0,Yes
78374,H78374,M,63.0,,No
78375,H78375,F,56.0,508.0,No
78376,H78376,M,30.0,,Yes
78377,H78377,F,61.0,757.0,No
78378,H78378,M,58.0,,No
78379,H78379,F,,852.0,No
78380,H78380,F,,503.0,No
78381,H78381,,57.0,,Yes
78382,H78382,M,63.0,878.0,Yes
78383,H78383,M,,,Yes
78384,H78384,M,56.0,667.0,Yes
78385,H78385,M,66.0,908.0,Yes
78386,H78386,M,59.0,,Yes
78387,H78387,F,61.0,790.0,Yes
78388,H78388,F,65.0,,Yes
78389,H78389,F,55.0,626.0,Yes
78390,H78390,F,34.0,211.0,Yes
78391,H78391,M,,1142.0,Yes
78392,H78392,M,63.0,,Yes
78393,H78393,M,50.0,,No
78394,H78394,F,61.0,548.0,Yes
78395,H78395,,,481.0,Yes
78396,H78396,M,,484.0,No
78397,H78397,F,42.0,,Yes
78398,H78398,M,63.0,,Yes
78399,H78399,F,59.0,,Yes
78400,H78400,M,59.0,730.0,Yes
78401,H78401,F,52.0,353.0,Yes
78402,H78402,F,44.0,363.0,No
78403,H78403,F,61.0,,Yes
78404,H78404,F,64.0,884.0,Yes
78405,H78405,F,34.0,262.0,No
78406,H78406,F,55.0,522.0,No
78407,H78407,F,49.0,,Yes
78408,H78408,M,54.0,,Yes
78409,H78409,F,,880.0,No
78410,H78410,,61.0,,Yes
78411,H78411,F,72.0,954.0,No
78412,H78412,M,43.0,428.0,No
78413,H78413,M,,,No
78414,H78414,,64.0,670.0,Yes
78415,H78415,M,,,No
78416,H78416,M,49.0,,No
78417,H78417,M,,611.0,No
78418,H78418,F,64.0,742.0,No
78419,H78419,F,,871.0,Yes
78420,H78420,F,55.0,730.0,No
78421,H78421,M,60.0,790.0,Yes
78422,H78422,M,,,No
78423,H78423,F,,854.0,Yes
78424,H78424,M,59.0,,Yes
78425,H78425,M,,854.0,Yes
78426,H78426,F,,,No
78427,H78427,M,42.0,,No
78428,H78428,M,59.0,,No
78429,H78429,F,60.0,556.0,Yes
78430,H78430,M,66.0,,Yes
78431,H78431,F,47.0,375.0,No
78432,H78432,F,69.0,,Yes
78433,H78433,M,60.0,647.0,Yes
78434,H78434,F,55.0,681.0,Yes
78435,H78435,F,,376.0,No
78436,H78436,M,56.0,656.0,No
78437,H78437,F,65.0,1051.0,No
78438,H78438,M,,513.0,No
78439,H78439,F,69.0,1110.0,Yes
78440,H78440,,56.0,,Yes
78441,H78441,F,54.0,,No
78442,H78442,M,,,Yes
78443,H78443,F,,,No
78444,H78444,F,56.0,534.0,No
78445,H78445,M,56.0,828.0,Yes
78446,H78446,M,,,Yes
78447,H78447,M,,714.0,No
78448,H78448,M,42.0,,Yes
78449,H78449,M,63.0,,Yes
78450,H78450,,52.0,446.0,Yes
78451,H78451,F,58.0,793.0,No
78452,H78452,M,65.0,,No
78453,H78453,,47.0,433.0,No
78454,H78454,F,71.0,,No
78455,H78455,F,,1158.0,No
78456,H78456,F,32.0,,No
78457,H78457,F,55.0,845.0,Yes
78458,H78458,F,59.0,685.0,Yes
78459,H78459,F,33.0,243.0,No
78460,H78460,M,,613.0,Yes
78461,H78461,M,48.0,,No
78462,H78462,F,31.0,191.0,Yes
78463,H78463,F,28.0,,Yes
78464,H78464,F,56.0,791.0,Yes
78465,H78465,F,55.0,678.0,No
78466,H78466,F,70.0,994.0,Yes
78467,H78467,F,56.0,,Yes
78468,H78468,M,32.0,,Yes
78469,H78469,M,,422.0,No
78470,H78470,F,50.0,,No
78471,H78471,M,59.0,772.0,Yes
78472,H78472,M,,,No
78473,H78473,M,55.0,885.0,Yes
78474,H78474,F,58.0,,No
78475,H78475,M,40.0,261.0,No
78476,H78476,M,,597.0,Yes
78477,H78477,M,33.0,260.0,Yes
78478,H78478,F,,,Yes
78479,H78479,F,,,Yes
78480,H78480,F,62.0,,Yes
78481,H78481,M,57.0,574.0,Yes
78482,H78482,M,31.0,,No
78483,H78483,M,58.0,,Yes
78484,H78484,M,,945.0,Yes
78485,H78485,F,,481.0,No
78486,H78486,M,64.0,881.0,No
78487,H78487,F,58.0,636.0,No
78488,H78488,F,61.0,875.0,No
