,Serial no.,Horse id,Horse-Gender,Horse-Height,Horse-Weight,Racer-Horse
84179,84180,H84180,F,55.812658936611996,606.585796607797,No
84180,84181,H84181,F,55.812658936611996,455.0,Yes
84181,84182,H84182,M,60.0,661.0,Yes
84182,84183,H84183,M,55.812658936611996,485.0,Yes
84183,84184,H84184,F,55.812658936611996,606.585796607797,Yes
84184,84185,H84185,M,65.0,606.585796607797,No
84185,84186,H84186,F,71.0,1127.0,Yes
84186,84187,H84187,M,62.0,606.585796607797,No
84187,84188,H84188,F,65.0,844.0,Yes
84189,84190,H84190,M,59.0,618.0,No
84190,84191,H84191,F,65.0,813.0,No
84191,84192,H84192,F,64.0,606.585796607797,No
84192,84193,H84193,M,62.0,800.0,Yes
84193,84194,H84194,F,64.0,822.0,Yes
84194,84195,H84195,F,55.812658936611996,606.585796607797,Yes
84195,84196,H84196,F,55.812658936611996,925.0,No
84196,84197,H84197,M,41.0,286.0,No
84197,84198,H84198,M,60.0,606.585796607797,No
84198,84199,H84199,F,59.0,638.0,Yes
84200,84201,H84201,M,70.0,1086.0,No
84201,84202,H84202,M,55.812658936611996,506.0,Yes
84203,84204,H84204,M,55.812658936611996,606.585796607797,Yes
84204,84205,H84205,M,55.812658936611996,606.585796607797,Yes
84206,84207,H84207,F,55.812658936611996,918.0,No
84207,84208,H84208,M,55.812658936611996,725.0,Yes
84208,84209,H84209,M,59.0,635.0,No
84209,84210,H84210,F,55.812658936611996,476.0,No
84210,84211,H84211,F,63.0,760.0,No
84211,84212,H84212,F,55.812658936611996,606.585796607797,No
84212,84213,H84213,F,55.812658936611996,606.585796607797,No
84213,84214,H84214,M,55.812658936611996,606.585796607797,Yes
84214,84215,H84215,M,69.0,606.585796607797,No
84215,84216,H84216,F,55.812658936611996,606.585796607797,Yes
84216,84217,H84217,M,55.812658936611996,683.0,Yes
84217,84218,H84218,M,55.812658936611996,824.0,Yes
84218,84219,H84219,F,55.812658936611996,606.585796607797,No
84219,84220,H84220,F,38.0,240.0,Yes
84220,84221,H84221,M,57.0,570.0,Yes
84221,84222,H84222,M,65.0,823.0,Yes
84222,84223,H84223,F,45.0,316.0,Yes
84224,84225,H84225,F,61.0,606.585796607797,Yes
84225,84226,H84226,M,55.812658936611996,600.0,No
84226,84227,H84227,F,58.0,643.0,Yes
84227,84228,H84228,F,55.812658936611996,606.585796607797,Yes
84228,84229,H84229,M,62.0,763.0,No
84229,84230,H84230,M,55.812658936611996,606.585796607797,Yes
84230,84231,H84231,M,55.812658936611996,606.585796607797,No
84231,84232,H84232,F,71.0,1129.0,No
84232,84233,H84233,M,55.812658936611996,606.585796607797,No
84233,84234,H84234,M,60.0,674.0,No
84234,84235,H84235,M,63.0,733.0,Yes
84237,84238,H84238,F,55.812658936611996,606.585796607797,Yes
84238,84239,H84239,M,60.0,609.0,Yes
84239,84240,H84240,F,63.0,606.585796607797,Yes
84240,84241,H84241,M,58.0,606.585796607797,No
84241,84242,H84242,M,69.0,1071.0,No
84242,84243,H84243,F,65.0,606.585796607797,Yes
84243,84244,H84244,M,68.0,606.585796607797,No
84244,84245,H84245,M,65.0,828.0,Yes
84245,84246,H84246,F,58.0,676.0,No
84246,84247,H84247,F,71.0,606.585796607797,Yes
84247,84248,H84248,M,57.0,556.0,Yes
84248,84249,H84249,F,40.0,293.0,Yes
84249,84250,H84250,M,55.812658936611996,364.0,Yes
84250,84251,H84251,M,46.0,606.585796607797,Yes
84251,84252,H84252,M,55.812658936611996,424.0,No
84252,84253,H84253,M,63.0,778.0,No
84253,84254,H84254,M,55.812658936611996,606.585796607797,Yes
84254,84255,H84255,M,37.0,235.0,Yes
84255,84256,H84256,M,55.812658936611996,606.585796607797,Yes
84256,84257,H84257,F,61.0,753.0,No
84258,84259,H84259,F,47.0,354.0,Yes
84259,84260,H84260,M,55.812658936611996,606.585796607797,Yes
84261,84262,H84262,M,55.812658936611996,606.585796607797,Yes
84262,84263,H84263,F,55.812658936611996,606.585796607797,Yes
84263,84264,H84264,F,63.0,606.585796607797,No
84264,84265,H84265,M,55.812658936611996,598.0,Yes
84265,84266,H84266,M,55.812658936611996,606.585796607797,Yes
84266,84267,H84267,M,65.0,862.0,No
84267,84268,H84268,F,56.0,540.0,Yes
84268,84269,H84269,F,53.0,470.0,Yes
84269,84270,H84270,F,69.0,972.0,No
84270,84271,H84271,M,30.0,606.585796607797,Yes
84271,84272,H84272,F,29.0,212.0,Yes
84272,84273,H84273,F,54.0,473.0,No
84273,84274,H84274,F,55.812658936611996,303.0,Yes
84274,84275,H84275,F,61.0,767.0,No
84275,84276,H84276,F,54.0,452.0,No
84276,84277,H84277,M,51.0,417.0,Yes
84277,84278,H84278,M,47.0,373.0,No
84278,84279,H84279,M,55.812658936611996,490.0,No
84279,84280,H84280,M,56.0,606.585796607797,Yes
84281,84282,H84282,F,52.0,606.585796607797,Yes
84282,84283,H84283,M,64.0,606.585796607797,No
84284,84285,H84285,F,53.0,488.0,Yes
84286,84287,H84287,M,44.0,328.0,Yes
84287,84288,H84288,F,62.0,796.0,Yes
84288,84289,H84289,F,61.0,760.0,No
84289,84290,H84290,F,71.0,606.585796607797,Yes
84290,84291,H84291,M,58.0,663.0,No
84291,84292,H84292,M,63.0,735.0,Yes
84292,84293,H84293,M,55.812658936611996,606.585796607797,Yes
84293,84294,H84294,M,62.0,768.0,Yes
84294,84295,H84295,F,55.812658936611996,606.585796607797,No
84295,84296,H84296,F,55.812658936611996,606.585796607797,Yes
84297,84298,H84298,F,58.0,645.0,No
84298,84299,H84299,M,64.0,895.0,No
84299,84300,H84300,M,62.0,781.0,Yes
84300,84301,H84301,M,62.0,792.0,Yes
84301,84302,H84302,M,58.0,625.0,No
84302,84303,H84303,M,60.0,606.585796607797,Yes
84303,84304,H84304,F,55.812658936611996,887.0,Yes
84304,84305,H84305,M,51.0,431.0,Yes
84305,84306,H84306,F,55.812658936611996,606.585796607797,Yes
84306,84307,H84307,M,55.812658936611996,606.585796607797,Yes
84307,84308,H84308,M,51.0,450.0,Yes
84308,84309,H84309,M,61.0,606.585796607797,No
84309,84310,H84310,M,59.0,671.0,Yes
84310,84311,H84311,F,55.812658936611996,606.585796607797,No
84311,84312,H84312,F,55.812658936611996,435.0,Yes
84312,84313,H84313,F,53.0,606.585796607797,No
84313,84314,H84314,F,55.812658936611996,606.585796607797,Yes
84314,84315,H84315,M,62.0,726.0,No
84315,84316,H84316,F,61.0,758.0,Yes
84316,84317,H84317,M,58.0,606.585796607797,Yes
84317,84318,H84318,F,62.0,606.585796607797,Yes
84320,84321,H84321,M,55.812658936611996,1043.0,No
84321,84322,H84322,F,43.0,300.0,Yes
84322,84323,H84323,M,55.812658936611996,606.585796607797,Yes
84323,84324,H84324,F,55.812658936611996,606.585796607797,Yes
84324,84325,H84325,F,55.812658936611996,606.585796607797,Yes
84325,84326,H84326,F,55.812658936611996,913.0,Yes
84326,84327,H84327,F,28.0,194.0,No
84327,84328,H84328,F,55.812658936611996,379.0,No
84328,84329,H84329,M,42.0,606.585796607797,Yes
84329,84330,H84330,M,59.0,602.0,No
84330,84331,H84331,F,55.812658936611996,606.585796607797,Yes
84331,84332,H84332,F,55.812658936611996,606.585796607797,No
84332,84333,H84333,F,55.812658936611996,606.585796607797,No
84333,84334,H84334,M,53.0,470.0,Yes
84334,84335,H84335,F,65.0,824.0,No
84335,84336,H84336,F,46.0,606.585796607797,No
84336,84337,H84337,F,55.0,458.0,No
84338,84339,H84339,F,60.0,674.0,Yes
84339,84340,H84340,M,62.0,727.0,Yes
84340,84341,H84341,M,62.0,606.585796607797,Yes
84341,84342,H84342,M,63.0,606.585796607797,No
84342,84343,H84343,M,55.812658936611996,606.585796607797,No
84343,84344,H84344,F,55.812658936611996,606.585796607797,No
84344,84345,H84345,M,64.0,893.0,No
84345,84346,H84346,M,55.812658936611996,792.0,No
84346,84347,H84347,F,59.0,601.0,No
84347,84348,H84348,M,55.812658936611996,606.585796607797,Yes
84348,84349,H84349,M,55.812658936611996,600.0,Yes
84349,84350,H84350,F,63.0,767.0,Yes
84350,84351,H84351,M,58.0,638.0,No
84351,84352,H84352,F,55.812658936611996,606.585796607797,Yes
84352,84353,H84353,F,68.0,606.585796607797,Yes
84353,84354,H84354,F,60.0,677.0,Yes
84355,84356,H84356,M,70.0,606.585796607797,No
84356,84357,H84357,M,46.0,606.585796607797,No
84357,84358,H84358,F,58.0,608.0,Yes
84358,84359,H84359,M,55.812658936611996,294.0,Yes
84359,84360,H84360,M,59.0,606.585796607797,Yes
84360,84361,H84361,M,55.812658936611996,371.0,Yes
84361,84362,H84362,M,71.0,1158.0,No
84362,84363,H84363,F,30.0,186.0,No
84363,84364,H84364,F,55.812658936611996,606.585796607797,No
84364,84365,H84365,F,55.812658936611996,606.585796607797,Yes
84365,84366,H84366,F,62.0,606.585796607797,Yes
84366,84367,H84367,F,61.0,606.585796607797,No
84367,84368,H84368,F,57.0,600.0,No
84368,84369,H84369,F,63.0,606.585796607797,No
84369,84370,H84370,F,55.812658936611996,606.585796607797,No
84370,84371,H84371,M,50.0,428.0,Yes
84371,84372,H84372,F,58.0,606.585796607797,Yes
84372,84373,H84373,F,64.0,606.585796607797,No
84373,84374,H84374,M,59.0,606.585796607797,Yes
84374,84375,H84375,M,53.0,473.0,No
84375,84376,H84376,M,55.812658936611996,462.0,Yes
84376,84377,H84377,M,55.812658936611996,578.0,Yes
84377,84378,H84378,M,65.0,888.0,No
84378,84379,H84379,F,55.812658936611996,444.0,No
84379,84380,H84380,F,55.812658936611996,325.0,No
84380,84381,H84381,M,34.0,606.585796607797,Yes
84381,84382,H84382,M,63.0,729.0,Yes
84382,84383,H84383,F,55.812658936611996,371.0,No
84383,84384,H84384,M,51.0,606.585796607797,Yes
84384,84385,H84385,F,55.812658936611996,606.585796607797,Yes
84385,84386,H84386,M,59.0,680.0,No
84386,84387,H84387,F,48.0,393.0,Yes
84387,84388,H84388,M,48.0,606.585796607797,No
84388,84389,H84389,M,55.812658936611996,606.585796607797,Yes
84389,84390,H84390,M,55.812658936611996,606.585796607797,Yes
84390,84391,H84391,F,55.812658936611996,606.585796607797,No
84391,84392,H84392,M,56.0,606.585796607797,No
84392,84393,H84393,M,49.0,368.0,No
84393,84394,H84394,M,55.812658936611996,865.0,No
84394,84395,H84395,M,55.812658936611996,606.585796607797,Yes
84395,84396,H84396,F,64.0,809.0,No
84396,84397,H84397,M,56.0,606.585796607797,Yes
84397,84398,H84398,F,55.812658936611996,694.0,Yes
84398,84399,H84399,M,40.0,606.585796607797,No
84399,84400,H84400,M,65.0,606.585796607797,No
84400,84401,H84401,M,47.0,383.0,No
84401,84402,H84402,M,55.812658936611996,687.0,Yes
84402,84403,H84403,M,50.0,430.0,Yes
84403,84404,H84404,M,55.812658936611996,377.0,Yes
84404,84405,H84405,F,55.812658936611996,606.585796607797,Yes
84405,84406,H84406,M,55.812658936611996,469.0,No
84406,84407,H84407,F,66.0,931.0,No
84407,84408,H84408,F,44.0,316.0,No
84408,84409,H84409,M,63.0,773.0,Yes
84409,84410,H84410,M,54.0,606.585796607797,Yes
84410,84411,H84411,M,45.0,321.0,Yes
84411,84412,H84412,F,55.812658936611996,711.0,No
84412,84413,H84413,F,55.812658936611996,606.585796607797,No
84413,84414,H84414,M,55.812658936611996,606.585796607797,No
84414,84415,H84415,M,55.812658936611996,770.0,Yes
84415,84416,H84416,M,55.812658936611996,845.0,Yes
84416,84417,H84417,F,55.812658936611996,606.585796607797,No
84417,84418,H84418,M,55.812658936611996,606.585796607797,Yes
84418,84419,H84419,F,56.0,586.0,Yes
84419,84420,H84420,M,61.0,706.0,Yes
84420,84421,H84421,M,63.0,606.585796607797,No
84421,84422,H84422,M,65.0,805.0,Yes
84422,84423,H84423,M,62.0,722.0,Yes
84423,84424,H84424,M,59.0,606.585796607797,No
84424,84425,H84425,M,46.0,357.0,No
84425,84426,H84426,F,63.0,796.0,No
84426,84427,H84427,F,55.812658936611996,542.0,No
84427,84428,H84428,M,55.812658936611996,660.0,No
84428,84429,H84429,F,62.0,743.0,No
84429,84430,H84430,M,55.812658936611996,232.0,Yes
84430,84431,H84431,M,55.812658936611996,755.0,Yes
84431,84432,H84432,F,55.812658936611996,682.0,No
84432,84433,H84433,M,60.0,650.0,No
84433,84434,H84434,M,52.0,414.0,No
84434,84435,H84435,M,33.0,242.0,No
84435,84436,H84436,M,46.0,360.0,Yes
84437,84438,H84438,M,60.0,682.0,Yes
84438,84439,H84439,F,55.812658936611996,606.585796607797,Yes
84440,84441,H84441,M,55.812658936611996,606.585796607797,No
84441,84442,H84442,M,55.812658936611996,749.0,Yes
84442,84443,H84443,F,61.0,606.585796607797,No
84443,84444,H84444,F,55.812658936611996,606.585796607797,No
84444,84445,H84445,M,52.0,606.585796607797,Yes
84446,84447,H84447,M,56.0,507.0,Yes
84447,84448,H84448,M,56.0,606.585796607797,Yes
84448,84449,H84449,F,51.0,439.0,Yes
84449,84450,H84450,F,55.812658936611996,606.585796607797,No
84451,84452,H84452,M,55.812658936611996,611.0,No
84452,84453,H84453,M,55.812658936611996,549.0,Yes
84453,84454,H84454,F,55.812658936611996,831.0,Yes
84454,84455,H84455,F,55.812658936611996,1023.0,Yes
84455,84456,H84456,F,58.0,606.585796607797,No
84456,84457,H84457,M,65.0,898.0,No
84457,84458,H84458,F,56.0,566.0,No
84458,84459,H84459,F,70.0,1100.0,No
84459,84460,H84460,F,58.0,655.0,No
84460,84461,H84461,M,55.812658936611996,486.0,Yes
84461,84462,H84462,F,61.0,750.0,No
84462,84463,H84463,F,63.0,606.585796607797,No
84463,84464,H84464,F,55.812658936611996,1031.0,Yes
84464,84465,H84465,F,55.812658936611996,606.585796607797,Yes
84465,84466,H84466,M,55.812658936611996,606.585796607797,No
84466,84467,H84467,M,55.812658936611996,606.585796607797,No
84467,84468,H84468,M,55.0,456.0,No
84468,84469,H84469,F,55.0,461.0,No
84469,84470,H84470,F,56.0,606.585796607797,Yes
84470,84471,H84471,M,60.0,602.0,No
84471,84472,H84472,M,55.812658936611996,510.0,Yes
84472,84473,H84473,F,55.812658936611996,798.0,Yes
84473,84474,H84474,F,62.0,606.585796607797,Yes
84475,84476,H84476,F,55.812658936611996,606.585796607797,No
84476,84477,H84477,M,55.812658936611996,606.585796607797,Yes
84477,84478,H84478,F,55.812658936611996,889.0,Yes
84478,84479,H84479,M,55.812658936611996,833.0,Yes
84479,84480,H84480,F,55.812658936611996,331.0,Yes
84480,84481,H84481,M,53.0,471.0,No
84481,84482,H84482,M,67.0,903.0,No
84482,84483,H84483,M,55.812658936611996,695.0,Yes
84483,84484,H84484,M,44.0,606.585796607797,Yes
84484,84485,H84485,M,55.812658936611996,606.585796607797,No
84485,84486,H84486,F,63.0,606.585796607797,No
84486,84487,H84487,M,55.812658936611996,659.0,Yes
84487,84488,H84488,F,61.0,606.585796607797,No
84488,84489,H84489,F,55.812658936611996,612.0,No
84489,84490,H84490,M,55.812658936611996,584.0,Yes
84490,84491,H84491,F,64.0,606.585796607797,Yes
84491,84492,H84492,F,60.0,649.0,No
84492,84493,H84493,M,64.0,822.0,No
84493,84494,H84494,F,55.812658936611996,632.0,Yes
84494,84495,H84495,F,55.812658936611996,789.0,No
84495,84496,H84496,M,30.0,182.0,No
84496,84497,H84497,M,55.812658936611996,691.0,Yes
84497,84498,H84498,F,57.0,596.0,No
84498,84499,H84499,F,55.812658936611996,603.0,No
84499,84500,H84500,F,55.812658936611996,606.585796607797,No
84501,84502,H84502,M,55.812658936611996,606.585796607797,Yes
84502,84503,H84503,M,60.0,606.585796607797,No
84503,84504,H84504,F,69.0,960.0,No
84504,84505,H84505,M,36.0,606.585796607797,No
84505,84506,H84506,F,55.812658936611996,600.0,Yes
84506,84507,H84507,M,56.0,606.585796607797,No
84507,84508,H84508,M,62.0,606.585796607797,Yes
84508,84509,H84509,F,55.812658936611996,606.585796607797,Yes
84509,84510,H84510,F,55.812658936611996,606.585796607797,No
84510,84511,H84511,F,55.812658936611996,529.0,Yes
84511,84512,H84512,M,56.0,606.585796607797,No
84512,84513,H84513,M,55.812658936611996,355.0,Yes
84513,84514,H84514,M,58.0,643.0,Yes
84514,84515,H84515,M,61.0,762.0,Yes
84515,84516,H84516,M,58.0,693.0,Yes
84516,84517,H84517,F,59.0,651.0,Yes
84517,84518,H84518,M,55.812658936611996,606.585796607797,Yes
84518,84519,H84519,M,47.0,383.0,Yes
84519,84520,H84520,M,67.0,606.585796607797,No
84520,84521,H84521,F,69.0,606.585796607797,No
84521,84522,H84522,M,36.0,234.0,Yes
84522,84523,H84523,M,59.0,669.0,No
84523,84524,H84524,F,65.0,606.585796607797,Yes
84524,84525,H84525,F,55.812658936611996,372.0,Yes
84525,84526,H84526,F,55.812658936611996,187.0,Yes
84526,84527,H84527,M,56.0,590.0,No
84527,84528,H84528,M,55.812658936611996,606.585796607797,Yes
84529,84530,H84530,M,63.0,760.0,No
84530,84531,H84531,M,56.0,606.585796607797,No
84531,84532,H84532,F,65.0,890.0,Yes
84532,84533,H84533,F,55.812658936611996,756.0,Yes
84533,84534,H84534,F,64.0,818.0,No
84534,84535,H84535,M,63.0,606.585796607797,Yes
84535,84536,H84536,F,61.0,798.0,No
84536,84537,H84537,F,55.812658936611996,303.0,No
84540,84541,H84541,M,59.0,697.0,No
84541,84542,H84542,M,55.812658936611996,606.585796607797,No
84542,84543,H84543,M,57.0,542.0,Yes
84543,84544,H84544,M,55.812658936611996,606.585796607797,No
84544,84545,H84545,M,55.812658936611996,1135.0,Yes
84545,84546,H84546,F,60.0,644.0,Yes
84546,84547,H84547,F,44.0,606.585796607797,Yes
84547,84548,H84548,M,55.812658936611996,1136.0,Yes
84548,84549,H84549,M,65.0,854.0,No
84549,84550,H84550,M,40.0,282.0,Yes
84550,84551,H84551,M,60.0,606.585796607797,No
84552,84553,H84553,M,55.812658936611996,606.585796607797,No
84555,84556,H84556,M,55.812658936611996,506.0,No
84556,84557,H84557,M,62.0,768.0,No
84557,84558,H84558,F,55.812658936611996,536.0,Yes
84558,84559,H84559,M,52.0,435.0,No
84559,84560,H84560,F,65.0,889.0,Yes
84560,84561,H84561,F,60.0,669.0,No
84561,84562,H84562,M,55.0,606.585796607797,No
84562,84563,H84563,F,69.0,1060.0,Yes
84563,84564,H84564,M,48.0,393.0,No
84564,84565,H84565,F,63.0,606.585796607797,Yes
84565,84566,H84566,F,36.0,246.0,No
84566,84567,H84567,M,60.0,602.0,No
84567,84568,H84568,M,55.812658936611996,436.0,No
84568,84569,H84569,F,55.812658936611996,364.0,No
84569,84570,H84570,M,55.812658936611996,606.585796607797,No
84570,84571,H84571,M,55.812658936611996,606.585796607797,No
84571,84572,H84572,M,55.812658936611996,606.585796607797,No
84572,84573,H84573,M,55.812658936611996,260.0,No
84573,84574,H84574,F,65.0,875.0,No
84574,84575,H84575,M,56.0,501.0,No
84575,84576,H84576,M,58.0,613.0,Yes
84577,84578,H84578,M,61.0,606.585796607797,Yes
84578,84579,H84579,M,55.812658936611996,601.0,No
84579,84580,H84580,F,55.0,459.0,No
84580,84581,H84581,F,54.0,480.0,No
84581,84582,H84582,M,57.0,574.0,Yes
84582,84583,H84583,F,43.0,349.0,No
84583,84584,H84584,F,55.812658936611996,683.0,No
84585,84586,H84586,M,64.0,856.0,Yes
84586,84587,H84587,F,55.812658936611996,766.0,No
84587,84588,H84588,M,55.812658936611996,727.0,No
84588,84589,H84589,F,61.0,728.0,Yes
84589,84590,H84590,M,62.0,794.0,Yes
84590,84591,H84591,M,56.0,504.0,No
84591,84592,H84592,F,55.0,606.585796607797,No
84593,84594,H84594,M,40.0,260.0,No
84594,84595,H84595,M,44.0,606.585796607797,No
84595,84596,H84596,F,62.0,783.0,Yes
84596,84597,H84597,M,60.0,619.0,Yes
84597,84598,H84598,M,55.812658936611996,606.585796607797,No
84598,84599,H84599,M,62.0,763.0,Yes
84599,84600,H84600,F,50.0,424.0,Yes
84600,84601,H84601,F,38.0,256.0,No
84601,84602,H84602,F,61.0,795.0,No
84602,84603,H84603,M,59.0,610.0,No
84603,84604,H84604,F,52.0,428.0,No
84604,84605,H84605,M,51.0,420.0,No
84605,84606,H84606,M,60.0,651.0,No
84606,84607,H84607,M,57.0,565.0,No
84607,84608,H84608,M,60.0,601.0,No
84608,84609,H84609,F,64.0,606.585796607797,Yes
84609,84610,H84610,F,65.0,606.585796607797,No
84610,84611,H84611,F,43.0,325.0,No
84611,84612,H84612,F,55.812658936611996,606.585796607797,No
84612,84613,H84613,M,65.0,828.0,Yes
84613,84614,H84614,M,46.0,393.0,No
84614,84615,H84615,M,55.812658936611996,211.0,No
84615,84616,H84616,M,64.0,889.0,No
84616,84617,H84617,M,59.0,647.0,No
84617,84618,H84618,M,59.0,606.585796607797,Yes
84618,84619,H84619,M,62.0,749.0,Yes
84619,84620,H84620,M,56.0,537.0,Yes
84620,84621,H84621,F,55.812658936611996,606.585796607797,No
84621,84622,H84622,M,55.812658936611996,606.585796607797,Yes
84622,84623,H84623,M,55.812658936611996,196.0,Yes
84623,84624,H84624,F,55.812658936611996,811.0,Yes
84624,84625,H84625,M,55.812658936611996,606.585796607797,No
84625,84626,H84626,M,55.812658936611996,871.0,Yes
84626,84627,H84627,F,63.0,606.585796607797,No
84628,84629,H84629,M,55.812658936611996,276.0,No
84630,84631,H84631,M,55.812658936611996,772.0,Yes
84632,84633,H84633,M,55.812658936611996,606.585796607797,No
84633,84634,H84634,M,55.812658936611996,606.585796607797,Yes
84634,84635,H84635,F,50.0,606.585796607797,No
84635,84636,H84636,M,55.812658936611996,606.585796607797,Yes
84636,84637,H84637,F,58.0,684.0,No
84637,84638,H84638,M,65.0,870.0,Yes
84638,84639,H84639,F,55.812658936611996,606.585796607797,Yes
84639,84640,H84640,M,55.812658936611996,738.0,No
84640,84641,H84641,F,55.812658936611996,606.585796607797,Yes
84641,84642,H84642,F,55.812658936611996,665.0,Yes
84642,84643,H84643,M,71.0,1082.0,Yes
84644,84645,H84645,M,55.812658936611996,744.0,No
84645,84646,H84646,M,55.812658936611996,606.585796607797,Yes
84646,84647,H84647,M,51.0,412.0,Yes
84647,84648,H84648,M,61.0,722.0,No
84648,84649,H84649,M,65.0,885.0,Yes
84649,84650,H84650,M,55.812658936611996,734.0,Yes
84650,84651,H84651,F,52.0,606.585796607797,No
84651,84652,H84652,F,60.0,606.585796607797,Yes
84652,84653,H84653,F,55.812658936611996,463.0,Yes
84655,84656,H84656,F,55.812658936611996,606.585796607797,No
84656,84657,H84657,F,58.0,648.0,No
84657,84658,H84658,F,53.0,606.585796607797,Yes
84658,84659,H84659,M,55.812658936611996,606.585796607797,No
84659,84660,H84660,M,56.0,606.585796607797,Yes
84660,84661,H84661,M,55.812658936611996,606.585796607797,No
84661,84662,H84662,M,64.0,866.0,Yes
84662,84663,H84663,M,55.812658936611996,752.0,No
84663,84664,H84664,M,55.812658936611996,606.585796607797,No
84664,84665,H84665,M,55.812658936611996,606.585796607797,No
84665,84666,H84666,F,63.0,759.0,Yes
84666,84667,H84667,F,53.0,481.0,No
84668,84669,H84669,F,61.0,738.0,Yes
84669,84670,H84670,M,55.812658936611996,606.585796607797,No
84671,84672,H84672,F,61.0,797.0,Yes
84672,84673,H84673,M,55.812658936611996,606.585796607797,No
84673,84674,H84674,F,68.0,1044.0,No
84674,84675,H84675,F,55.812658936611996,606.585796607797,Yes
84675,84676,H84676,F,55.812658936611996,823.0,No
84677,84678,H84678,F,53.0,492.0,No
84678,84679,H84679,M,63.0,709.0,No
84679,84680,H84680,F,61.0,700.0,No
84680,84681,H84681,M,31.0,207.0,No
84681,84682,H84682,F,55.812658936611996,318.0,Yes
84682,84683,H84683,M,59.0,634.0,Yes
84683,84684,H84684,F,55.812658936611996,606.585796607797,No
84684,84685,H84685,F,55.812658936611996,606.585796607797,No
84685,84686,H84686,M,63.0,606.585796607797,Yes
84686,84687,H84687,M,63.0,606.585796607797,No
84687,84688,H84688,M,66.0,606.585796607797,No
84689,84690,H84690,F,67.0,921.0,Yes
84690,84691,H84691,F,44.0,606.585796607797,Yes
84691,84692,H84692,F,55.812658936611996,491.0,Yes
84692,84693,H84693,M,61.0,746.0,No
84694,84695,H84695,M,55.812658936611996,623.0,No
84695,84696,H84696,M,50.0,409.0,Yes
84696,84697,H84697,M,29.0,606.585796607797,Yes
84697,84698,H84698,M,55.812658936611996,606.585796607797,No
84698,84699,H84699,F,62.0,714.0,No
84699,84700,H84700,F,65.0,851.0,Yes
84700,84701,H84701,F,46.0,370.0,No
84701,84702,H84702,M,56.0,532.0,Yes
84702,84703,H84703,F,65.0,888.0,No
84703,84704,H84704,M,55.812658936611996,606.585796607797,Yes
84704,84705,H84705,M,29.0,201.0,No
84705,84706,H84706,M,55.812658936611996,547.0,Yes
84706,84707,H84707,M,55.812658936611996,606.585796607797,Yes
84707,84708,H84708,M,59.0,667.0,Yes
84708,84709,H84709,F,66.0,907.0,Yes
84709,84710,H84710,M,71.0,1141.0,No
84710,84711,H84711,M,55.812658936611996,606.585796607797,No
84711,84712,H84712,F,57.0,527.0,No
84712,84713,H84713,F,65.0,802.0,No
84713,84714,H84714,M,65.0,892.0,No
84714,84715,H84715,F,55.812658936611996,606.585796607797,Yes
84715,84716,H84716,F,55.812658936611996,606.585796607797,Yes
84716,84717,H84717,M,55.812658936611996,606.585796607797,No
84717,84718,H84718,M,55.812658936611996,606.585796607797,Yes
84718,84719,H84719,M,47.0,394.0,No
84720,84721,H84721,M,62.0,781.0,No
84721,84722,H84722,F,49.0,395.0,Yes
84722,84723,H84723,F,62.0,606.585796607797,No
84723,84724,H84724,M,34.0,247.0,Yes
84724,84725,H84725,M,55.812658936611996,563.0,No
84725,84726,H84726,M,43.0,300.0,Yes
84726,84727,H84727,M,55.812658936611996,757.0,Yes
84727,84728,H84728,M,68.0,995.0,Yes
84728,84729,H84729,M,55.812658936611996,342.0,Yes
84729,84730,H84730,F,60.0,606.585796607797,Yes
84731,84732,H84732,F,68.0,1040.0,Yes
84732,84733,H84733,M,37.0,245.0,No
84733,84734,H84734,F,55.812658936611996,606.585796607797,Yes
84734,84735,H84735,F,56.0,524.0,Yes
84735,84736,H84736,F,63.0,796.0,No
84736,84737,H84737,M,52.0,436.0,No
84737,84738,H84738,M,57.0,589.0,No
84738,84739,H84739,F,55.812658936611996,606.585796607797,Yes
84739,84740,H84740,F,55.0,606.585796607797,No
84740,84741,H84741,M,61.0,704.0,No
84741,84742,H84742,F,59.0,675.0,Yes
84742,84743,H84743,F,51.0,416.0,No
84743,84744,H84744,F,61.0,606.585796607797,Yes
84744,84745,H84745,M,55.812658936611996,1132.0,Yes
84745,84746,H84746,M,66.0,957.0,No
84746,84747,H84747,M,28.0,186.0,No
84747,84748,H84748,F,59.0,629.0,No
84748,84749,H84749,F,55.812658936611996,606.585796607797,No
84750,84751,H84751,F,29.0,606.585796607797,No
84751,84752,H84752,F,66.0,915.0,Yes
84752,84753,H84753,M,57.0,567.0,Yes
84753,84754,H84754,M,72.0,1160.0,Yes
84754,84755,H84755,F,70.0,1132.0,Yes
84755,84756,H84756,F,59.0,657.0,No
84756,84757,H84757,F,55.812658936611996,606.585796607797,Yes
84758,84759,H84759,M,55.812658936611996,882.0,No
84759,84760,H84760,M,70.0,1092.0,No
84761,84762,H84762,F,50.0,606.585796607797,No
84762,84763,H84763,F,66.0,932.0,No
84763,84764,H84764,M,48.0,359.0,Yes
84764,84765,H84765,F,59.0,680.0,No
84765,84766,H84766,M,63.0,606.585796607797,No
84766,84767,H84767,F,55.812658936611996,606.585796607797,No
84767,84768,H84768,F,57.0,606.585796607797,No
84768,84769,H84769,F,63.0,606.585796607797,No
84769,84770,H84770,F,70.0,1157.0,Yes
84770,84771,H84771,F,65.0,878.0,Yes
